System Properties:
Operating System:	 Microsoft Windows NT 6.2.9200.0
System User Name:	 gaozh
Machine Name:	 DESKTOP-D1BOOAD

Data properties:

Recording name:	 HMH
Recording date:	 2019/11/13
Recording time:	 11:26:34
Recording resolution:	 1280 x 1024

Export date:	 2019/11/13
Export time:	 11:36:50

Participant:	 HMH
Timestamp	Event	EventKey	Data1	Data2	Descriptor	
558379	ImageStart	8	0	0	3108_2.jpg	
568322	ImageEnd	16	0	0	3108_2.jpg	
568622	InstructionStart	2048	0	0	Instruction Element	
569320	KeyPress	4	32	0	Space	
569329	InstructionEnd	4096	0	0	Instruction Element	
569393	ImageStart	8	0	0	6086_2.jpg	
579356	ImageEnd	16	0	0	6086_2.jpg	
579582	InstructionStart	2048	0	0	Instruction Element	
580698	KeyPress	4	32	0	Space	
580703	InstructionEnd	4096	0	0	Instruction Element	
